seq,host_read_s,valid,theta_down_rad,theta_upright_rad,omega_rad_s,pivot_px,tip_px,processing_ms
392,759661.22034375,False,,,,,,0.011625001206994057
393,759661.254418,False,,,,,,0.017040991224348545
394,759661.28833675,False,,,,,,0.00825000461190939
395,759661.320492916,False,,,,,,0.006041955202817917
396,759661.353176166,False,,,,,,0.0075409188866615295
397,759661.387455166,False,,,,,,0.008958042599260807
398,759661.421345416,False,,,,,,0.009500072337687016
399,759661.455828208,False,,,,,,0.005124951712787151
400,759661.4883905,False,,,,,,0.005582929588854313
401,759661.520703541,False,,,,,,0.009709037840366364
402,759661.558012458,False,,,,,,0.011417083442211151
403,759661.594387083,False,,,,,,0.01995800994336605
404,759661.627627833,False,,,,,,0.0262079993262887
405,759661.661645208,False,,,,,,0.03324996214359999
406,759661.691694208,False,,,,,,0.01266703475266695
407,759661.726395458,False,,,,,,0.015333062037825584
408,759661.759017291,False,,,,,,0.01029099803417921
409,759661.79193925,False,,,,,,0.009249895811080933
410,759661.828807,False,,,,,,0.007582944817841053
411,759661.860686916,False,,,,,,0.007582944817841053
412,759661.890997,False,,,,,,0.01337495632469654
413,759661.923956958,False,,,,,,0.012875068932771683
414,759661.957299916,False,,,,,,0.006249989382922649
415,759661.989495125,False,,,,,,0.008707982487976551
416,759662.025834666,False,,,,,,0.020749983377754688
417,759662.058391916,False,,,,,,0.008999952115118504
418,759662.091212083,False,,,,,,0.011375057511031628
419,759662.122778666,False,,,,,,0.005375011824071407
420,759662.15667725,False,,,,,,0.008417060598731041
421,759662.190708875,False,,,,,,0.01816696021705866
422,759662.22616725,False,,,,,,0.019834027625620365
423,759662.26231725,False,,,,,,0.026084017008543015
424,759662.29109225,False,,,,,,0.010291929356753826
425,759662.328526041,False,,,,,,0.023875036276876926
426,759662.362320166,False,,,,,,0.02145895268768072
427,759662.395086375,False,,,,,,0.017000013031065464
428,759662.432747833,False,,,,,,0.022249994799494743
429,759662.463692125,False,,,,,,0.00895909033715725
430,759662.495837333,False,,,,,,0.010167015716433525
431,759662.527680333,False,,,,,,0.0073749106377363205
